I, [2021-03-15T21:48:40.626887 #42638]  INFO -- : (0.000275s) SET standard_conforming_strings = ON
I, [2021-03-16T11:20:04.069038 #50688]  INFO -- : (0.003401s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:20:40.815960 #50900]  INFO -- : (0.000325s) SET standard_conforming_strings = ON
I, [2021-03-16T11:20:40.816204 #50900]  INFO -- : (0.000129s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:20:40.816358 #50900]  INFO -- : (0.000103s) SET DateStyle = 'ISO'
I, [2021-03-16T11:20:40.819063 #50900]  INFO -- : (0.001708s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:20:40.822644 #50900]  INFO -- : (0.003421s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:21:02.915469 #51027]  INFO -- : (0.000316s) SET standard_conforming_strings = ON
I, [2021-03-16T11:21:02.915703 #51027]  INFO -- : (0.000122s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:21:02.915852 #51027]  INFO -- : (0.000102s) SET DateStyle = 'ISO'
I, [2021-03-16T11:21:02.918811 #51027]  INFO -- : (0.001972s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:21:02.922549 #51027]  INFO -- : (0.003569s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:21:13.357737 #51107]  INFO -- : (0.000259s) SET standard_conforming_strings = ON
I, [2021-03-16T11:21:13.357981 #51107]  INFO -- : (0.000121s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:21:13.358170 #51107]  INFO -- : (0.000104s) SET DateStyle = 'ISO'
I, [2021-03-16T11:21:13.360860 #51107]  INFO -- : (0.001703s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:21:13.364499 #51107]  INFO -- : (0.003474s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:21:51.449048 #51294]  INFO -- : (0.000317s) SET standard_conforming_strings = ON
I, [2021-03-16T11:21:51.449617 #51294]  INFO -- : (0.000147s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:21:51.449817 #51294]  INFO -- : (0.000136s) SET DateStyle = 'ISO'
I, [2021-03-16T11:21:51.452811 #51294]  INFO -- : (0.001883s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:21:51.456427 #51294]  INFO -- : (0.003446s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:23:17.035374 #51683]  INFO -- : (0.000284s) SET standard_conforming_strings = ON
I, [2021-03-16T11:23:17.035652 #51683]  INFO -- : (0.000160s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:23:17.035819 #51683]  INFO -- : (0.000112s) SET DateStyle = 'ISO'
I, [2021-03-16T11:23:17.038539 #51683]  INFO -- : (0.001726s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:23:17.042004 #51683]  INFO -- : (0.003300s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:23:41.050367 #51820]  INFO -- : (0.000264s) SET standard_conforming_strings = ON
I, [2021-03-16T11:23:41.050570 #51820]  INFO -- : (0.000092s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:23:41.050698 #51820]  INFO -- : (0.000082s) SET DateStyle = 'ISO'
I, [2021-03-16T11:23:41.053406 #51820]  INFO -- : (0.001684s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:23:41.057115 #51820]  INFO -- : (0.003536s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:23:59.944562 #51924]  INFO -- : (0.000269s) SET standard_conforming_strings = ON
I, [2021-03-16T11:23:59.944800 #51924]  INFO -- : (0.000112s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:23:59.944956 #51924]  INFO -- : (0.000098s) SET DateStyle = 'ISO'
I, [2021-03-16T11:23:59.947652 #51924]  INFO -- : (0.001703s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:23:59.951275 #51924]  INFO -- : (0.003469s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:24:49.205187 #52149]  INFO -- : (0.000632s) SET standard_conforming_strings = ON
I, [2021-03-16T11:24:49.205653 #52149]  INFO -- : (0.000347s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:24:49.205904 #52149]  INFO -- : (0.000189s) SET DateStyle = 'ISO'
I, [2021-03-16T11:24:49.210683 #52149]  INFO -- : (0.003702s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:24:49.214476 #52149]  INFO -- : (0.003625s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:25:15.235063 #52296]  INFO -- : (0.000329s) SET standard_conforming_strings = ON
I, [2021-03-16T11:25:15.235723 #52296]  INFO -- : (0.000531s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:25:15.235986 #52296]  INFO -- : (0.000198s) SET DateStyle = 'ISO'
I, [2021-03-16T11:25:15.239099 #52296]  INFO -- : (0.002096s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:25:15.242645 #52296]  INFO -- : (0.003385s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:25:26.914235 #52379]  INFO -- : (0.000293s) SET standard_conforming_strings = ON
I, [2021-03-16T11:25:26.914473 #52379]  INFO -- : (0.000124s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:25:26.914667 #52379]  INFO -- : (0.000140s) SET DateStyle = 'ISO'
I, [2021-03-16T11:25:26.917449 #52379]  INFO -- : (0.001700s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:25:26.921079 #52379]  INFO -- : (0.003460s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:26:19.977945 #52628]  INFO -- : (0.000252s) SET standard_conforming_strings = ON
I, [2021-03-16T11:26:19.978200 #52628]  INFO -- : (0.000134s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:26:19.978388 #52628]  INFO -- : (0.000100s) SET DateStyle = 'ISO'
I, [2021-03-16T11:26:19.981167 #52628]  INFO -- : (0.001759s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:26:19.984785 #52628]  INFO -- : (0.003450s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:27:00.955607 #52851]  INFO -- : (0.000544s) SET standard_conforming_strings = ON
I, [2021-03-16T11:27:00.956144 #52851]  INFO -- : (0.000136s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:27:00.956334 #52851]  INFO -- : (0.000134s) SET DateStyle = 'ISO'
I, [2021-03-16T11:27:00.959116 #52851]  INFO -- : (0.001702s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:27:00.962673 #52851]  INFO -- : (0.003409s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:27:15.257067 #52944]  INFO -- : (0.000264s) SET standard_conforming_strings = ON
I, [2021-03-16T11:27:15.257316 #52944]  INFO -- : (0.000110s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:27:15.257491 #52944]  INFO -- : (0.000117s) SET DateStyle = 'ISO'
I, [2021-03-16T11:27:15.260252 #52944]  INFO -- : (0.001774s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:27:15.263866 #52944]  INFO -- : (0.003424s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:27:30.470409 #53039]  INFO -- : (0.000309s) SET standard_conforming_strings = ON
I, [2021-03-16T11:27:30.470712 #53039]  INFO -- : (0.000173s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:27:30.470919 #53039]  INFO -- : (0.000132s) SET DateStyle = 'ISO'
I, [2021-03-16T11:27:30.473864 #53039]  INFO -- : (0.001834s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:27:30.477452 #53039]  INFO -- : (0.003420s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:27:56.962208 #53182]  INFO -- : (0.000258s) SET standard_conforming_strings = ON
I, [2021-03-16T11:27:56.962780 #53182]  INFO -- : (0.000117s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:27:56.962945 #53182]  INFO -- : (0.000105s) SET DateStyle = 'ISO'
I, [2021-03-16T11:28:01.546650 #53234]  INFO -- : (0.000273s) SET standard_conforming_strings = ON
I, [2021-03-16T11:28:01.546881 #53234]  INFO -- : (0.000113s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:28:01.547043 #53234]  INFO -- : (0.000095s) SET DateStyle = 'ISO'
I, [2021-03-16T11:28:01.549710 #53234]  INFO -- : (0.001730s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:28:01.553257 #53234]  INFO -- : (0.003383s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:28:36.529921 #53419]  INFO -- : (0.000313s) SET standard_conforming_strings = ON
I, [2021-03-16T11:28:36.530164 #53419]  INFO -- : (0.000117s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:28:36.530411 #53419]  INFO -- : (0.000164s) SET DateStyle = 'ISO'
I, [2021-03-16T11:28:40.826488 #53465]  INFO -- : (0.000358s) SET standard_conforming_strings = ON
I, [2021-03-16T11:28:40.826752 #53465]  INFO -- : (0.000133s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:28:40.826956 #53465]  INFO -- : (0.000136s) SET DateStyle = 'ISO'
I, [2021-03-16T11:28:40.830473 #53465]  INFO -- : (0.001802s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:28:40.834204 #53465]  INFO -- : (0.003545s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:34:16.316331 #54839]  INFO -- : (0.000323s) SET standard_conforming_strings = ON
I, [2021-03-16T11:34:16.316599 #54839]  INFO -- : (0.000129s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:34:16.316820 #54839]  INFO -- : (0.000129s) SET DateStyle = 'ISO'
I, [2021-03-16T11:34:29.005057 #54931]  INFO -- : (0.000238s) SET standard_conforming_strings = ON
I, [2021-03-16T11:34:29.005300 #54931]  INFO -- : (0.000123s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:34:29.005469 #54931]  INFO -- : (0.000105s) SET DateStyle = 'ISO'
I, [2021-03-16T11:34:29.008614 #54931]  INFO -- : (0.002209s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:34:29.012304 #54931]  INFO -- : (0.003522s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:36:27.268209 #55426]  INFO -- : (0.000264s) SET standard_conforming_strings = ON
I, [2021-03-16T11:36:27.268600 #55426]  INFO -- : (0.000265s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:36:27.268862 #55426]  INFO -- : (0.000202s) SET DateStyle = 'ISO'
I, [2021-03-16T11:36:27.271650 #55426]  INFO -- : (0.001787s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:36:27.275338 #55426]  INFO -- : (0.003530s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:36:50.566862 #55547]  INFO -- : (0.000299s) SET standard_conforming_strings = ON
I, [2021-03-16T11:36:50.567162 #55547]  INFO -- : (0.000177s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:36:50.567341 #55547]  INFO -- : (0.000117s) SET DateStyle = 'ISO'
I, [2021-03-16T11:36:50.570102 #55547]  INFO -- : (0.001720s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:36:50.573741 #55547]  INFO -- : (0.003456s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:37:29.658287 #55743]  INFO -- : (0.000272s) SET standard_conforming_strings = ON
I, [2021-03-16T11:37:29.658570 #55743]  INFO -- : (0.000160s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:37:29.658753 #55743]  INFO -- : (0.000126s) SET DateStyle = 'ISO'
I, [2021-03-16T11:37:29.661703 #55743]  INFO -- : (0.001955s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:37:29.666052 #55743]  INFO -- : (0.004176s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:37:38.935465 #55813]  INFO -- : (0.000259s) SET standard_conforming_strings = ON
I, [2021-03-16T11:37:38.935715 #55813]  INFO -- : (0.000122s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:37:38.935880 #55813]  INFO -- : (0.000105s) SET DateStyle = 'ISO'
I, [2021-03-16T11:37:38.938607 #55813]  INFO -- : (0.001706s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:37:38.942216 #55813]  INFO -- : (0.003451s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:38:12.025809 #55983]  INFO -- : (0.000370s) SET standard_conforming_strings = ON
I, [2021-03-16T11:38:12.026084 #55983]  INFO -- : (0.000138s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:38:12.026274 #55983]  INFO -- : (0.000119s) SET DateStyle = 'ISO'
I, [2021-03-16T11:38:12.029262 #55983]  INFO -- : (0.001827s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:38:12.032922 #55983]  INFO -- : (0.003474s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:38:29.775963 #56082]  INFO -- : (0.000336s) SET standard_conforming_strings = ON
I, [2021-03-16T11:38:29.776212 #56082]  INFO -- : (0.000122s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:38:29.776378 #56082]  INFO -- : (0.000104s) SET DateStyle = 'ISO'
I, [2021-03-16T11:38:29.779096 #56082]  INFO -- : (0.001697s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:38:29.782878 #56082]  INFO -- : (0.003623s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:38:37.011586 #56149]  INFO -- : (0.000277s) SET standard_conforming_strings = ON
I, [2021-03-16T11:38:37.011897 #56149]  INFO -- : (0.000170s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:38:37.012089 #56149]  INFO -- : (0.000117s) SET DateStyle = 'ISO'
I, [2021-03-16T11:38:37.014905 #56149]  INFO -- : (0.001703s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:38:37.018522 #56149]  INFO -- : (0.003412s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:39:07.987800 #56299]  INFO -- : (0.000361s) SET standard_conforming_strings = ON
I, [2021-03-16T11:39:07.988064 #56299]  INFO -- : (0.000122s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:39:07.988221 #56299]  INFO -- : (0.000099s) SET DateStyle = 'ISO'
I, [2021-03-16T11:39:07.991138 #56299]  INFO -- : (0.001827s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:39:07.994866 #56299]  INFO -- : (0.003520s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:39:21.975788 #56388]  INFO -- : (0.000363s) SET standard_conforming_strings = ON
I, [2021-03-16T11:39:21.976022 #56388]  INFO -- : (0.000123s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:39:21.976215 #56388]  INFO -- : (0.000141s) SET DateStyle = 'ISO'
I, [2021-03-16T11:39:21.978794 #56388]  INFO -- : (0.001666s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:39:21.982851 #56388]  INFO -- : (0.003904s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:39:35.845437 #56478]  INFO -- : (0.000308s) SET standard_conforming_strings = ON
I, [2021-03-16T11:39:35.845681 #56478]  INFO -- : (0.000123s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:39:35.845872 #56478]  INFO -- : (0.000132s) SET DateStyle = 'ISO'
I, [2021-03-16T11:39:35.848555 #56478]  INFO -- : (0.001702s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:39:35.852136 #56478]  INFO -- : (0.003421s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:41:19.615261 #56943]  INFO -- : (0.000292s) SET standard_conforming_strings = ON
I, [2021-03-16T11:41:19.615494 #56943]  INFO -- : (0.000115s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:41:19.615643 #56943]  INFO -- : (0.000099s) SET DateStyle = 'ISO'
I, [2021-03-16T11:41:19.619007 #56943]  INFO -- : (0.002332s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:41:19.622928 #56943]  INFO -- : (0.003748s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:41:26.089829 #57004]  INFO -- : (0.000245s) SET standard_conforming_strings = ON
I, [2021-03-16T11:41:26.090082 #57004]  INFO -- : (0.000138s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:41:26.090246 #57004]  INFO -- : (0.000102s) SET DateStyle = 'ISO'
I, [2021-03-16T11:41:26.093077 #57004]  INFO -- : (0.001929s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:41:26.096673 #57004]  INFO -- : (0.003429s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:41:41.578815 #57092]  INFO -- : (0.000305s) SET standard_conforming_strings = ON
I, [2021-03-16T11:41:41.579045 #57092]  INFO -- : (0.000115s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:41:41.579187 #57092]  INFO -- : (0.000096s) SET DateStyle = 'ISO'
I, [2021-03-16T11:41:41.581937 #57092]  INFO -- : (0.001740s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:41:41.585504 #57092]  INFO -- : (0.003400s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:41:56.019841 #57184]  INFO -- : (0.000276s) SET standard_conforming_strings = ON
I, [2021-03-16T11:41:56.020351 #57184]  INFO -- : (0.000130s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:41:56.020547 #57184]  INFO -- : (0.000140s) SET DateStyle = 'ISO'
I, [2021-03-16T11:41:56.023380 #57184]  INFO -- : (0.001907s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
